category,area_ha,centroid_lon,centroid_lat,bbox_min_lon,bbox_min_lat,bbox_max_lon,bbox_max_lat,ecosystem,province,canton,estimated_trees,log_area_ha,width_deg,height_deg,aspect_ratio_deg,rect_area_deg,center_x_utm,center_y_utm,min_x_utm,min_y_utm,max_x_utm,max_y_utm,width_utm,height_utm,aspect_ratio_utm,rect_area_utm,dist_to_ref_center,num_ecosystems,cluster,is_sensitive_ecosystem,operational_mission
PROVINCIAL,75.59,-80.16816665830592,-2.2115513209261204,-80.17230710391668,-2.2185916104374366,-80.16402621269516,-2.204511031414804,"Bosque deciduo de tierras bajas de Jama Zapotillo,Bosque semideciduo de tierras bajas de Jama Zapotillo",GUAYAS,GUAYAQUIL,30236,4.325323999317314,0.008280891221517,0.0140805790226323,0.5881072518466448,0.0001165997432223,592497.0026192045,9755529.999855584,592036.1325311767,9754752.000485154,592957.8761470646,9756307.999508234,921.7436158879428,1555.999023079872,0.5923805877865488,1434232.1658517478,74455.23562990771,2,1,False,Medium Area - Standard Mission
PROVINCIAL,66.94,-79.93812961805438,-1.3136027961938823,-79.94320864497156,-1.3192963355769405,-79.93305059113719,-1.3079092568108244,Bosque semideciduo de tierras bajas de Jama Zapotillo,GUAYAS,BALZAR,26776,4.203796695798119,0.0101580538343739,0.0113870787661161,0.8920683830283429,0.0001156705591224,618135.5437398405,9854782.06884726,617570.1588607231,9854152.890226008,618700.930953709,9855411.248371616,1130.7720929858042,1258.3581456076354,0.8986091097609409,1422916.2740344813,72357.00502626963,1,3,False,Special Configuration Required
PROVINCIAL,8.56,-80.249189806244,-1.8181161584639176,-80.25203122165564,-1.819153164438688,-80.24634839083237,-1.8170791524891483,Intervencion,GUAYAS,PEDRO CARBO,3424,2.147100190270473,0.0056828308232752,0.0020740119495397,2.740017040171544,1.1786259034685473e-05,583507.0000902902,9799025.500174245,583190.9051477128,9798911.000039311,583823.0955729047,9799139.999960136,632.1904251918895,228.99992082454264,2.76065783303701,144771.55731497664,73264.03234194717,1,3,False,Special Configuration Required
PROVINCIAL,12.27,-80.15037930320632,-1.8750570658949048,-80.15307659821642,-1.876529778746686,-80.14768200819623,-1.8735843530431235,Intervencion,GUAYAS,SAN ISIDRO,4908,2.50715725880432,0.0053945900201881,0.0029454257035623,1.831513924167123,1.588936410564329e-05,594494.7074260139,9792726.187767908,594194.6138520617,9792563.534476168,594794.8016501106,9792888.84082298,600.1877980489517,325.3063468132168,1.844992585993781,195244.8999851732,62069.90585511584,1,3,False,Special Configuration Required
MUNICIPAL,11487.22,-79.71870734997125,-3.5606330511878803,-79.83138253191616,-3.641010267852792,-79.60603216802635,-3.4802558345229686,"Bosque siempreverde estacional piemontano del Catamayo-Alamor, Bosque siempreverde montano bajo del Catamayo-Alamor, Bosque siempreverde montano del Catamayo-Alamor",EL ORO,ATAHUALPA,4594888,9.34899039204706,0.2253503638898166,0.1607544333298234,1.4018298458097918,0.0362260700477769,642314.2561358626,9606339.143038774,629786.1262959397,9597469.46951591,654844.8305466163,9615208.052504675,25058.70425067668,17738.582988766953,1.412666629941287,444505904.9415954,187673.01071823665,3,1,False,Medium Area - Standard Mission
MUNICIPAL,19060.8,-78.46451744413773,-0.5397370935758125,-78.60848151850207,-0.6722658455539924,-78.32055336977336,-0.4072083415976326,"Herbazal de paramo, Bosque siempreverde montano alto del norte de la coordillera oriental de los andes, Arbustal siempreverde,Herbazal humedo montano alto superior del paramo",PICHINCHA,MEJIA,7624320,9.855389149045148,0.2879281487287102,0.2650575039563598,1.086285592162787,0.0763175164208074,782216.0228271245,9940283.964750202,766175.7356850407,9925629.18445167,798257.3008261371,9954941.643202491,32081.56514109636,29312.45875082165,1.0944685812204682,940389554.8601848,193244.76272284176,4,0,True,Large Area - Multiple Missions or Multi-Robot
MUNICIPAL,10623.22,-79.37886834544881,-4.352299848051376,-79.44965628532918,-4.4573368539001645,-79.30808040556842,-4.247262842202588,"Bosque siempreverde montano de Catamayo Alamor, Arbustal semideciduo del sur de los Valles,Bosque siempreverde montano alto de Catamayo Alamor",LOJA,QUILANGA,4249288,9.270797450346327,0.1415758797607651,0.2100740116975767,0.6739333339844288,0.0297414130209577,679898.5217570398,9518737.637471866,672017.0214976689,9507139.48213436,687781.8760220448,9530335.833467511,15764.85452437587,23196.351333152503,0.6796264765072717,365687104.2634615,275722.5532515486,3,1,True,Medium Area - Standard Mission
MUNICIPAL,10197.6,-79.08825187114331,-3.180604556581689,-79.1548943964827,-3.24459292204153,-79.02160934580392,-3.116616191121848,"Herbazal de paramo,Arbustal siempreverde montano del sur de los Andes y Bosque siempreverde montano alto y dels ur de la Cordillera Oriental de los Andes",AZUAY,GIRON,4079040,9.229907677468807,0.1332850506787792,0.1279767309196819,1.0414787803960237,0.0170573850663343,712443.6470851654,9648247.305945445,705022.59019722,9641184.256040707,719865.6437896334,9655310.418657942,14843.053592413433,14126.162617234511,1.0507491662529234,209675388.78275907,155604.61077594312,2,1,True,Medium Area - Standard Mission
MUNICIPAL,17741.28,-78.25398467518872,-2.457146539909568,-78.32122053127505,-2.574538142667792,-78.18674881910239,-2.339754937151344,"Bosque siempreverde piemontano del sur de la coordillera orientaal de los Andes, Bosque siempreverde montano del sur de la coordillera oriental de los Andes, Bosque siempreverde montano bajo del sur de la coordillera oriental de los Andes",MORONA SANTIAGO,SUCUA,7096512,9.783649406586518,0.1344717121726546,0.2347832055164476,0.5727484268055361,0.0315716996351809,805400.9827663839,9728095.866510663,797891.060126272,9715121.280416992,812911.3655996879,9741071.523535518,15020.30547341588,25950.24311852455,0.5788117438750727,389780578.7496471,162565.2507667416,3,1,False,Medium Area - Standard Mission
PROVINCIAL,7.25,-79.14591639700818,-0.2542040168481401,-79.14777894269596,-0.2559022949131363,-79.1440538513204,-0.2525057387831439,Intervencion,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,2900,1.9810014690045143,0.0037250913755713,0.0033965561299924,1.0967256645495154,1.2652481946478557e-05,706347.3250072869,9971887.999816284,706139.9361156417,9971700.220007785,706554.7139926902,9972075.779992288,414.7778770484729,375.5599845051765,1.1044251095969766,155773.9730774145,185233.64074436968,1,2,False,Small Area - Short Mission (Low autonomy)
MUNICIPAL,4631.16,-77.85462333961402,0.6456848759767353,-77.91643379933586,0.5813603317835059,-77.79281287989217,0.7100094201699647,"Arbustal siempreverde, Herbazal de páramo, Rosetal Caulescente y Frailejones, Bosque siempreverde montano alto de la coordillera Occidental de los Andes",CARCHI,MONTUFAR,1852464,8.440562655657406,0.1236209194436952,0.1286490883864588,0.9609156196383242,0.0159037185919272,182239.5860144469,10071456.869817149,175349.39148357278,10064341.6977223,189129.63224985,10078571.35655738,13780.240766277188,14229.65883507952,0.9684168064735762,196088124.7693792,549778.42389813,4,-1,True,Outlier / Not Recommended
PROVINCIAL,20942.18,-80.47469498783786,-1.8391912417652825,-80.57121321676361,-1.947434763185521,-80.37817675891213,-1.7309477203450438,"Bosque siempreverde estacional montano bajo de Cordillera Costera del Pacífico Ecuatorial,Bosque siempreverde estacional piemontano de Cordillera Costera del Pacífico Ecuatorial",MANABI,PAJAN,8376872,9.949520585978124,0.1930364578514769,0.216487042840477,0.8916767231286129,0.0417898919206666,558424.2068107929,9796704.810368417,547686.3068582984,9784743.049861483,569163.3601706496,9808666.347268282,21477.05331235123,23923.29740679823,0.8977463661111885,513801933.8130395,98189.2181858374,2,-1,False,Outlier / Not Recommended
PROVINCIAL,180034.81,-80.66796857818234,-1.3266525802521203,-80.90820256899651,-1.7851504913529868,-80.42773458736816,-0.8681546691512544,"Bosque deciduo de Cordillera Costera del Pacífico, Bosque bajo y Arbustal deciduo de tierras bajas del Jama-Zapotillo, Bosque siempreverde estacional montano bajo de Cordillera Costera del Pacífico Ecuatorial,Bosque semideciduo de Cordillera Costera",MANABI,"JIPIJAPA, PAJAN, PUERTO LOPEZ, MONTECRISTI, MANT",72013924,12.10090550006402,0.480467981628351,0.9169958222017324,0.5239587460178121,0.4405871318548966,536937.1546849617,9853362.288086032,510209.8357389829,9802686.338087674,563672.6170410047,9904037.932653788,53462.78130202182,101351.59456611425,0.5274981763325504,5418538134.899348,133778.41699419718,4,-1,False,Outlier / Not Recommended
MUNICIPAL,2467.91,-79.83626504733401,-3.7691274867417857,-79.88126326719083,-3.815689005878899,-79.79126682747719,-3.722565967604672,"Bosque siempreverde estacional piemontano del Catamayo-Alamor, Bosque siempreverde piemontano del Catamayo-Alamor",EL ORO,BALSAS,987164,7.811126917586038,0.0899964397136443,0.0931230382742271,0.966425069618103,0.0083807418999978,629225.2083208594,9583305.857945375,624221.1528259699,9578164.750054205,634229.790552441,9588446.866264736,10008.637726471175,10282.116210533306,0.9734025099052136,102909976.21270452,211935.0205226584,2,1,False,Medium Area - Standard Mission
PROVINCIAL,47.92,-80.17847330310937,-1.7583619562108803,-80.21214614919353,-1.7864933579865656,-80.14480045702523,-1.7302305544351952,Bosque semideciduo de tierras bajas de Jama Zapotillo,GUAYAS,PEDRO CARBO,19168,3.869532953828062,0.0673456921683026,0.0562628035513703,1.1969842723857311,0.0037890574484962,591375.7415788708,9805627.457284434,587628.8555339684,9802519.381124498,595122.7496613058,9808735.517616786,7493.894127337378,6216.13649228774,1.2055549514772923,46583068.75428267,66308.32534961132,1,3,False,Special Configuration Required
MUNICIPAL,306.73,-79.79390973855342,-2.0694872366913586,-79.80386829082454,-2.0796836390747977,-79.7839511862823,-2.05929083430792,Agua e Intervencion,GUAYAS,SAN JACINTO DE YAGUACHI,122692,5.725967881794689,0.0199171045422446,0.0203928047668777,0.9766730860838284,0.0004061656244514,634130.6468840182,9771207.495841663,633022.1308521868,9770081.064187082,635239.1769283228,9772333.92868275,2217.0460761359427,2252.8644956685603,0.9841009436641808,4994704.390187961,31602.722400067527,1,3,False,Special Configuration Required
MUNICIPAL,42887.91,-78.94896045057621,-1.472002669984411,-79.04701740671479,-1.7580359931224,-78.85090349443763,-1.185969346846422,"Herbazal húmedo montano alto superior del Páramo, Arbustal siempreverde y Herbazal del Páramo , Bosque siempreverde montano alto de Cordillera Occidental de los Andes",BOLIVAR,"GUARANDA, SAN MIGUEL",17155164,10.666345247016109,0.1961139122771555,0.572066646275978,0.3428165463080139,0.1121902280844537,728203.5452648626,9837194.157733828,717258.7364714355,9805569.959671956,739146.1612380163,9868821.70264954,21887.424766580807,63251.74297758564,0.34603670564994,1384417765.7770116,83931.63005748694,3,-1,True,Outlier / Not Recommended
PROVINCIAL,41888.22,-77.67328756032397,-0.8404066789082882,-77.79833078538267,-0.9570230221388216,-77.54824433526527,-0.7237903356777549,"Bosque siempreverde montano bajo del Norte de la Cordillera Oriental de los Andes, Bosque siempreverde piemontano de Galeras",NAPO,"TENA, ARCHIDONA",16755288,10.6427599207967,0.2500864501174078,0.2332326864610667,1.0722615806549605,0.0583283346083945,202453.15286050545,9907007.875648543,188534.37505902743,9894092.986733636,216372.5583744297,9919919.664292216,27838.18331540225,25826.677558580413,1.0778848054403525,718967784.3035469,468085.3097167469,2,-1,False,Outlier / Not Recommended
